animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0973497,CAT,DOMESTIC SH,JAN,2017,11601,8,STRAY,1/14/17,ADOPTION,1/31/17,SCAN NO CHIP,OVER THE COUNTER
A0995774,CAT,DOMESTIC SH,MAY,2017,10102,6,STRAY,5/28/17,EUTHANIZED,5/28/17,SCAN NO CHIP,OVER THE COUNTER
A0972638,DOG,PIT BULL,JAN,2017,11500,7,STRAY,1/9/17,ADOPTION,1/26/17,SCAN NO CHIP,FIELD
A0959861,DOG,CHIHUAHUA SH,OCT,2016,8200,9,STRAY,10/13/16,ADOPTION,11/2/16,SCAN NO CHIP,FIELD
A0973547,DOG,PIT BULL,JAN,2017,7302,13,STRAY,1/15/17,ADOPTION,1/20/17,SCAN NO CHIP,OVER THE COUNTER
A1001898,WILDLIFE,BAT,JUL,2017,701,14,WILDLIFE,7/15/17,EUTHANIZED,7/15/17,SCAN NO CHIP,FIELD
A0999286,DOG,LABRADOR RETR,JUN,2017,4900,4,OWNER SURRENDER,6/21/17,EUTHANIZED,6/21/17,SCAN NO CHIP,OVER THE COUNTER
A0972501,CAT,SIAMESE,JAN,2017,11900,5,STRAY,1/7/17,TRANSFER,1/9/17,SCAN NO CHIP,OVER THE COUNTER
A1000357,DOG,POMERANIAN,JUL,2017,12800,9,OWNER SURRENDER,7/1/17,ADOPTION,7/8/17,SCAN CHIP,FIELD
A1003074,DOG,CATAHOULA,JUL,2017,16520,3,OWNER SURRENDER,7/25/17,TRANSFER,7/25/17,SCAN NO CHIP,OVER THE COUNTER
A0984718,CAT,DOMESTIC SH,MAR,2017,4800,1,STRAY,3/14/17,EUTHANIZED,3/14/17,SCAN NO CHIP,FIELD
A0960484,DOG,AM PIT BULL TER,OCT,2016,75215,15,LOST REPORT,10/19/16,LOST REPORT,11/4/16,UNABLE TO SCAN,OVER THE COUNTER
A0993661,DOG,GERM SHEPHERD,MAY,2017,11401,8,STRAY,5/15/17,ADOPTION,5/19/17,SCAN NO CHIP,OVER THE COUNTER
A0973491,DOG,SCHNAUZER MIN,JAN,2017,5000,1,LOST REPORT,1/14/17,LOST REPORT,1/25/17,SCAN NO CHIP,OVER THE COUNTER
A1002663,DOG,PIT BULL,JUL,2017,19208,11,STRAY,7/21/17,EUTHANIZED,7/25/17,SCAN NO CHIP,FIELD
A0961898,DOG,GERM SHEPHERD,OCT,2016,12800,9,STRAY,10/27/16,TRANSFER,11/1/16,SCAN NO CHIP,FIELD
A0935716,DOG,AUST SHEPHERD,MAY,2017,2500,2,STRAY,5/31/17,ADOPTION,6/13/17,SCAN CHIP,SWEEP
A0973911,DOG,LABRADOR RETR,JAN,2017,9303,5,STRAY,1/18/17,ADOPTION,2/11/17,SCAN NO CHIP,SWEEP
A0989381,CAT,DOMESTIC SH,APR,2017,2500,2,STRAY,4/17/17,TRANSFER,4/17/17,SCAN NO CHIP,OVER THE COUNTER
A0971647,DOG,GOLDEN RETR,DEC,2016,17001,8,STRAY,12/18/16,TRANSFER,1/18/17,SCAN NO CHIP,FIELD
A0969914,DOG,GERM SHEPHERD,DEC,2016,3700,7,OWNER SURRENDER,12/18/16,EUTHANIZED,12/22/16,SCAN NO CHIP,FIELD
A0963407,DOG,LABRADOR RETR,NOV,2016,16521,3,STRAY,11/6/16,RETURNED TO OWNER,11/11/16,SCAN NO CHIP,FIELD
A0994711,DOG,CHIHUAHUA SH,MAY,2017,4000,7,STRAY,5/21/17,ADOPTION,5/26/17,SCAN NO CHIP,FIELD
A0961376,DOG,PARSON RUSS TER,OCT,2016,10601,6,OWNER SURRENDER,10/24/16,TRANSFER,10/24/16,SCAN NO CHIP,OVER THE COUNTER
A1008218,CAT,DOMESTIC SH,SEP,2017,4500,1,STRAY,9/12/17,TRANSFER,9/14/17,UNABLE TO SCAN,OVER THE COUNTER
A0995497,DOG,ALASKAN HUSKY,MAY,2017,8701,8,LOST REPORT,5/25/17,LOST REPORT,6/5/17,SCAN NO CHIP,OVER THE COUNTER
A1002230,DOG,ROTTWEILER,JUL,2017,9103,5,STRAY,7/18/17,RETURNED TO OWNER,7/18/17,SCAN NO CHIP,SWEEP
A1004034,DOG,ROTTWEILER,AUG,2017,8400,5,OWNER SURRENDER,8/3/17,EUTHANIZED,8/3/17,SCAN NO CHIP,OVER THE COUNTER
A1008884,DOG,SCHNAUZER MIN,SEP,2017,8701,4,OWNER SURRENDER,9/19/17,ADOPTION,9/22/17,SCAN CHIP,OVER THE COUNTER
A0988179,DOG,PIT BULL,APR,2017,8703,4,STRAY,4/8/17,ADOPTION,4/23/17,SCAN NO CHIP,FIELD
A0997820,CAT,DOMESTIC SH,JUN,2017,401,2,STRAY,6/9/17,TRANSFER,6/12/17,SCAN NO CHIP,OVER THE COUNTER
A1000378,DOG,CHOW CHOW,JUL,2017,10902,8,STRAY,7/1/17,EUTHANIZED,7/15/17,SCAN NO CHIP,FIELD
A1008063,CAT,DOMESTIC MH,SEP,2017,10102,6,STRAY,9/10/17,TRANSFER,9/10/17,SCAN NO CHIP,OVER THE COUNTER
A1008739,CAT,DOMESTIC SH,SEP,2017,20500,6,STRAY,9/18/17,EUTHANIZED,9/19/17,SCAN NO CHIP,OVER THE COUNTER
A0992111,DOG,GERM SHEPHERD,MAY,2017,9104,5,OWNER SURRENDER,5/4/17,EUTHANIZED,5/5/17,SCAN NO CHIP,FIELD
A0983419,WILDLIFE,OPOSSUM,MAR,2017,6900,1,WILDLIFE,3/3/17,WILDLIFE,3/3/17,SCAN NO CHIP,FIELD
A0993551,DOG,PIT BULL,MAY,2017,12206,7,OWNER SURRENDER,5/30/17,ADOPTION,5/30/17,SCAN CHIP,OVER THE COUNTER
A0708882,DOG,PIT BULL,JUN,2017,6502,3,STRAY,6/11/17,ADOPTION,6/26/17,SCAN CHIP,FIELD
A1009133,DOG,ANATOL SHEPHERD,SEP,2017,9101,5,STRAY,9/22/17,OTHER,NA,SCAN NO CHIP,OVER THE COUNTER
A1005593,DOG,ALASK MALAMUTE,AUG,2017,75061,61,FOUND REPORT,8/17/17,FOUND REPORT,8/28/17,UNABLE TO SCAN,OVER THE COUNTER
A0963842,DOG,GERM SHEPHERD,NOV,2016,12211,7,STRAY,11/8/16,TRANSFER,11/14/16,SCAN NO CHIP,FIELD
A1003374,CAT,DOMESTIC SH,JUL,2017,9103,5,OWNER SURRENDER,7/28/17,ADOPTION,8/19/17,SCAN NO CHIP,OVER THE COUNTER
A0984581,DOG,AMER BULLDOG,APR,2017,3800,7,STRAY,4/25/17,RETURNED TO OWNER,4/25/17,SCAN NO CHIP,FIELD
A0968106,DOG,GERM SHEPHERD,DEC,2016,75203,3,LOST REPORT,12/6/16,LOST REPORT,12/20/16,SCAN NO CHIP,OVER THE COUNTER
A1001125,DOG,PIT BULL,JUL,2017,9201,5,STRAY,7/7/17,EUTHANIZED,7/11/17,SCAN NO CHIP,OVER THE COUNTER
A0997461,CAT,DOMESTIC SH,JUN,2017,1301,14,STRAY,6/7/17,TRANSFER,6/19/17,SCAN NO CHIP,OVER THE COUNTER
A1008356,DOG,DACHSHUND,SEP,2017,12500,9,STRAY,9/13/17,ADOPTION,9/30/17,SCAN NO CHIP,FIELD
A0979674,CAT,DOMESTIC SH,FEB,2017,16521,3,STRAY,2/19/17,ADOPTION,2/25/17,SCAN CHIP,FIELD
A0970788,DOG,BULLDOG,DEC,2016,11602,8,STRAY,12/25/16,TRANSFER,12/29/16,SCAN NO CHIP,FIELD
A0997311,DOG,PIT BULL,JUN,2017,8900,4,STRAY,6/6/17,ADOPTION,7/12/17,SCAN CHIP,OVER THE COUNTER
A0991877,DOG,PIT BULL,MAY,2017,9301,5,OWNER SURRENDER,5/3/17,EUTHANIZED,5/3/17,SCAN NO CHIP,OVER THE COUNTER
A1008131,DOG,ROTTWEILER,SEP,2017,7804,10,STRAY,9/11/17,ADOPTION,9/17/17,SCAN NO CHIP,FIELD
A0996247,CAT,DOMESTIC SH,MAY,2017,4202,1,STRAY,5/31/17,ADOPTION,6/7/17,SCAN NO CHIP,OVER THE COUNTER
A0977799,DOG,LABRADOR RETR,JAN,2017,9201,5,STRAY,1/30/17,RETURNED TO OWNER,1/31/17,UNABLE TO SCAN,FIELD
A0920777,DOG,GERM SHEPHERD,FEB,2017,11001,3,OWNER SURRENDER,2/8/17,ADOPTION,2/9/17,SCAN CHIP,OVER THE COUNTER
A0966714,DOG,PIT BULL,NOV,2016,11800,5,STRAY,11/28/16,TRANSFER,12/23/16,SCAN NO CHIP,FIELD
A0972019,DOG,LABRADOR RETR,JAN,2017,12000,7,OWNER SURRENDER,1/4/17,TRANSFER,1/4/17,SCAN NO CHIP,OVER THE COUNTER
A0999474,DOG,GERM SHEPHERD,JUN,2017,9701,13,STRAY,6/23/17,EUTHANIZED,7/5/17,SCAN CHIP,FIELD
A0960955,DOG,SHIH TZU,OCT,2016,20500,6,OWNER SURRENDER,10/21/16,ADOPTION,10/28/16,SCAN NO CHIP,OVER THE COUNTER
A0991749,DOG,DACHSHUND,MAY,2017,16521,3,STRAY,5/2/17,ADOPTION,5/7/17,SCAN NO CHIP,OVER THE COUNTER
A0963173,CAT,DOMESTIC SH,NOV,2016,11105,8,STRAY,11/4/16,TRANSFER,11/17/16,SCAN NO CHIP,OVER THE COUNTER
A0986392,DOG,GERM SHEPHERD,JUL,2017,20400,2,OWNER SURRENDER,7/14/17,ADOPTION,7/16/17,SCAN CHIP,OVER THE COUNTER
A0966526,DOG,GERM SHEPHERD,NOV,2016,10500,6,STRAY,11/27/16,ADOPTION,12/1/16,SCAN NO CHIP,OVER THE COUNTER
A0956329,BIRD,PARAKEET,OCT,2016,6800,1,FOSTER,10/18/16,ADOPTION,10/18/16,UNABLE TO SCAN,OVER THE COUNTER
A1002759,DOG,CHIHUAHUA SH,JUL,2017,9303,5,STRAY,7/23/17,ADOPTION,7/28/17,SCAN NO CHIP,SWEEP
A1007507,DOG,CHIHUAHUA SH,SEP,2017,2500,2,OWNER SURRENDER,9/5/17,EUTHANIZED,9/5/17,SCAN NO CHIP,OVER THE COUNTER
A0986127,DOG,CAIRN TERRIER,MAR,2017,5600,4,STRAY,3/24/17,TRANSFER,3/30/17,SCAN NO CHIP,OVER THE COUNTER
A0984326,DOG,PIT BULL,MAR,2017,13626,11,CONFISCATED,3/11/17,EUTHANIZED,3/26/17,SCAN CHIP,OVER THE COUNTER
A0982567,CAT,DOMESTIC SH,FEB,2017,11001,3,STRAY,2/24/17,TRANSFER,2/27/17,UNABLE TO SCAN,FIELD
A0961127,DOG,LABRADOR RETR,OCT,2016,17101,8,STRAY,10/22/16,EUTHANIZED,10/27/16,SCAN NO CHIP,FIELD
A0965767,DOG,GR SWISS MTN,NOV,2016,9103,5,STRAY,11/18/16,FOSTER,11/21/16,SCAN NO CHIP,OVER THE COUNTER
A0961166,DOG,LABRADOR RETR,OCT,2016,401,2,OWNER SURRENDER,10/22/16,ADOPTION,10/26/16,SCAN NO CHIP,FIELD
A1000088,DOG,LABRADOR RETR,JUL,2017,6502,3,STRAY,7/18/17,ADOPTION,7/28/17,SCAN CHIP,OVER THE COUNTER
A0962870,CAT,SIAMESE,NOV,2016,601,2,STRAY,11/3/16,TRANSFER,11/8/16,SCAN NO CHIP,OVER THE COUNTER
A0958499,DOG,CAIRN TERRIER,OCT,2016,9401,2,OWNER SURRENDER,10/5/16,TRANSFER,10/26/16,SCAN NO CHIP,OVER THE COUNTER
A0831352,DOG,GERM SHEPHERD,FEB,2017,7820,13,CONFISCATED,2/9/17,RETURNED TO OWNER,2/19/17,SCAN CHIP,FIELD
A0966127,DOG,COCKER SPAN,NOV,2016,20500,6,OWNER SURRENDER,11/22/16,EUTHANIZED,11/22/16,SCAN NO CHIP,OVER THE COUNTER
A0968370,WILDLIFE,RABBIT LH,DEC,2016,6700,1,OWNER SURRENDER,12/7/16,ADOPTION,12/9/16,SCAN NO CHIP,OVER THE COUNTER
A1002797,CAT,DOMESTIC MH,JUL,2017,5500,4,STRAY,7/23/17,TRANSFER,7/27/17,SCAN NO CHIP,FIELD
A0958577,DOG,LABRADOR RETR,OCT,2016,5400,4,STRAY,10/5/16,EUTHANIZED,10/9/16,SCAN NO CHIP,FIELD
A1007805,DOG,GERM SHEPHERD,SEP,2017,17102,8,OWNER SURRENDER,9/7/17,TRANSFER,9/23/17,SCAN NO CHIP,FIELD
A0960726,CAT,DOMESTIC SH,OCT,2016,20500,6,STRAY,10/20/16,EUTHANIZED,10/24/16,SCAN NO CHIP,OVER THE COUNTER
A0981843,DOG,LABRADOR RETR,FEB,2017,5600,4,CONFISCATED,2/19/17,RETURNED TO OWNER,3/1/17,SCAN NO CHIP,FIELD
A0962686,CAT,DOMESTIC MH,NOV,2016,20500,6,FOSTER,11/30/16,ADOPTION,12/1/16,SCAN NO CHIP,OVER THE COUNTER
A0985301,DOG,CAIRN TERRIER,MAR,2017,10102,6,STRAY,3/18/17,RETURNED TO OWNER,3/21/17,SCAN NO CHIP,SWEEP
A0965008,DOG,WELSH CORGI PEM,NOV,2016,75287,87,FOUND REPORT,11/15/16,FOUND REPORT,11/26/16,UNABLE TO SCAN,OVER THE COUNTER
A0995529,DOG,BOSTON TERRIER,MAY,2017,8703,4,STRAY,5/25/17,EUTHANIZED,6/11/17,SCAN NO CHIP,FIELD
A0994858,CAT,DOMESTIC SH,MAY,2017,UNKNOW,WN,FOUND REPORT,5/22/17,FOUND REPORT,5/26/17,UNABLE TO SCAN,OVER THE COUNTER
A0977796,DOG,PIT BULL,JAN,2017,10701,6,STRAY,1/30/17,EUTHANIZED,2/3/17,SCAN NO CHIP,FIELD
A0990158,DOG,WELSH CORGI PEM,APR,2017,12400,9,STRAY,4/22/17,RETURNED TO OWNER,4/22/17,SCAN NO CHIP,FIELD
A0948502,DOG,PIT BULL,NOV,2016,9201,5,OWNER SURRENDER,11/12/16,ADOPTION,11/28/16,SCAN NO CHIP,OVER THE COUNTER
A1000073,CAT,DOMESTIC SH,JUN,2017,9101,5,STRAY,6/28/17,ADOPTION,7/5/17,SCAN NO CHIP,OVER THE COUNTER
A0970259,DOG,GERM SHEPHERD,DEC,2016,11701,5,STRAY,12/21/16,TRANSFER,1/8/17,SCAN NO CHIP,SWEEP
A0962634,CAT,DOMESTIC SH,NOV,2016,9105,5,STRAY,11/2/16,ADOPTION,11/28/16,SCAN NO CHIP,FIELD
A1009462,CAT,DOMESTIC SH,SEP,2017,20500,6,STRAY,9/26/17,TRANSFER,9/26/17,SCAN NO CHIP,OVER THE COUNTER
A1004860,DOG,FOX TERR WIRE,AUG,2017,9000,5,STRAY,8/11/17,TRANSFER,8/15/17,SCAN NO CHIP,FIELD
A0997231,CAT,DOMESTIC SH,JUN,2017,12702,9,STRAY,6/6/17,TRANSFER,6/6/17,SCAN NO CHIP,OVER THE COUNTER
A0962229,CAT,DOMESTIC SH,OCT,2016,19212,11,STRAY,10/30/16,TRANSFER,11/17/16,SCAN NO CHIP,OVER THE COUNTER
A0973324,DOG,LABRADOR RETR,JAN,2017,10500,6,STRAY,1/12/17,TRANSFER,2/5/17,UNABLE TO SCAN,FIELD
A0987132,CAT,DOMESTIC SH,MAR,2017,4900,4,OWNER SURRENDER,3/31/17,ADOPTION,4/3/17,SCAN NO CHIP,OVER THE COUNTER
A1009853,DOG,PIT BULL,SEP,2017,5902,4,OWNER SURRENDER,9/29/17,ADOPTION,10/4/17,SCAN NO CHIP,OVER THE COUNTER
A0964691,DOG,PIT BULL,JUN,2017,17102,8,STRAY,6/5/17,EUTHANIZED,6/10/17,SCAN CHIP,FIELD
A0984610,WILDLIFE,OPOSSUM,MAR,2017,9803,6,WILDLIFE,3/13/17,EUTHANIZED,3/13/17,SCAN NO CHIP,FIELD
A0984921,DOG,PIT BULL,MAR,2017,31713,12,STRAY,3/15/17,EUTHANIZED,3/19/17,SCAN NO CHIP,OVER THE COUNTER
A0965892,DOG,BOXER,NOV,2016,5000,1,STRAY,11/20/16,TRANSFER,11/20/16,SCAN NO CHIP,OVER THE COUNTER
A0964460,CAT,SIAMESE,NOV,2016,5200,1,STRAY,11/10/16,EUTHANIZED,11/10/16,SCAN NO CHIP,OVER THE COUNTER
A0995616,DOG,ROTTWEILER,JUN,2017,17003,8,OWNER SURRENDER,6/2/17,TRANSFER,6/8/17,SCAN NO CHIP,SWEEP
A0969220,DOG,ROTTWEILER,DEC,2016,8701,4,OWNER SURRENDER,12/12/16,ADOPTION,12/28/16,SCAN CHIP,FIELD
A1004536,CAT,DOMESTIC SH,AUG,2017,8500,5,STRAY,8/9/17,ADOPTION,8/15/17,SCAN NO CHIP,FIELD
A0989959,DOG,GERM SHEPHERD,APR,2017,17605,7,STRAY,4/20/17,EUTHANIZED,4/20/17,SCAN NO CHIP,FIELD
A1008033,DOG,GERM SHEPHERD,SEP,2017,1502,2,STRAY,9/9/17,DIED,9/10/17,SCAN NO CHIP,OVER THE COUNTER
A1008796,DOG,LABRADOR RETR,SEP,2017,19212,11,STRAY,9/18/17,ADOPTION,9/24/17,SCAN NO CHIP,FIELD
A0999541,DOG,LABRADOR RETR,JUN,2017,9303,7,STRAY,6/23/17,EUTHANIZED,7/6/17,SCAN NO CHIP,FIELD
A1000674,CAT,DOMESTIC LH,JUL,2017,9202,5,LOST REPORT,7/4/17,LOST REPORT,7/15/17,UNABLE TO SCAN,OVER THE COUNTER
A1008780,DOG,LABRADOR RETR,SEP,2017,9303,5,STRAY,9/18/17,RETURNED TO OWNER,9/18/17,SCAN NO CHIP,SWEEP
A0985817,DOG,POODLE MIN,MAR,2017,31712,12,STRAY,3/22/17,ADOPTION,3/27/17,SCAN NO CHIP,FIELD
A0985331,DOG,ST BERNARD RGH,MAR,2017,6700,3,STRAY,3/18/17,ADOPTION,3/22/17,SCAN NO CHIP,OVER THE COUNTER
A0979809,DOG,BOXER,FEB,2017,3400,7,OWNER SURRENDER,2/6/17,EUTHANIZED,2/7/17,SCAN NO CHIP,FIELD
A0988058,DOG,PIT BULL,APR,2017,6700,1,OWNER SURRENDER,4/7/17,TRANSFER,4/8/17,SCAN NO CHIP,OVER THE COUNTER
A1003916,DOG,SIBERIAN HUSKY,AUG,2017,10701,6,STRAY,8/2/17,ADOPTION,8/13/17,SCAN NO CHIP,SWEEP
A0961461,CAT,DOMESTIC SH,OCT,2016,1400,14,OWNER SURRENDER,10/24/16,ADOPTION,11/26/16,SCAN NO CHIP,OVER THE COUNTER
A1002546,DOG,CHIHUAHUA LH,JUL,2017,13620,11,STRAY,7/20/17,ADOPTION,8/1/17,SCAN NO CHIP,FIELD
A0995391,DOG,PIT BULL,MAY,2017,20500,6,STRAY,5/25/17,EUTHANIZED,5/25/17,SCAN NO CHIP,OVER THE COUNTER
A0991670,CAT,DOMESTIC SH,MAY,2017,10902,8,OWNER SURRENDER,5/2/17,ADOPTION,5/8/17,SCAN NO CHIP,OVER THE COUNTER
A0997073,DOG,PIT BULL,JUN,2017,2701,7,OWNER SURRENDER,6/5/17,EUTHANIZED,6/5/17,SCAN NO CHIP,FIELD
A0981932,DOG,ROTTWEILER,FEB,2017,8500,5,STRAY,2/20/17,ADOPTION,3/13/17,SCAN NO CHIP,FIELD
A0975942,DOG,BEAGLE,JAN,2017,19019,10,STRAY,1/24/17,RETURNED TO OWNER,1/30/17,SCAN NO CHIP,FIELD
A0986341,DOG,PIT BULL,MAY,2017,5600,4,FOSTER,5/5/17,ADOPTION,5/5/17,SCAN NO CHIP,FIELD
A1001234,DOG,GOLDEN RETR,JUL,2017,19035,10,STRAY,7/8/17,EUTHANIZED,7/12/17,SCAN NO CHIP,FIELD
A0975445,DOG,RAT TERRIER,JAN,2017,12302,7,STRAY,1/23/17,ADOPTION,1/27/17,SCAN NO CHIP,OVER THE COUNTER
A0856642,DOG,GERM SHEPHERD,FEB,2017,5600,4,OWNER SURRENDER,2/22/17,TRANSFER,2/24/17,SCAN CHIP,OVER THE COUNTER
A1001270,DOG,BRUSS GRIFFON,JUL,2017,8705,8,STRAY,7/9/17,RETURNED TO OWNER,7/9/17,SCAN NO CHIP,SWEEP
A0963035,DOG,CHIHUAHUA LH,NOV,2016,4900,4,STRAY,11/3/16,TRANSFER,11/11/16,SCAN NO CHIP,FIELD
A0655385,DOG,POODLE MIN,FEB,2017,8400,7,STRAY,2/12/17,EUTHANIZED,2/12/17,SCAN CHIP,FIELD
A0999498,DOG,PIT BULL,JUN,2017,10102,6,STRAY,6/23/17,EUTHANIZED,6/27/17,SCAN NO CHIP,FIELD
A0990049,CAT,DOMESTIC SH,APR,2017,5500,4,STRAY,4/21/17,TRANSFER,4/24/17,UNABLE TO SCAN,OVER THE COUNTER
A1000317,CAT,DOMESTIC MH,JUN,2017,1101,14,STRAY,6/30/17,EUTHANIZED,6/30/17,SCAN NO CHIP,OVER THE COUNTER
A0974552,DOG,BOXER,JAN,2017,8100,9,CONFISCATED,1/20/17,RETURNED TO OWNER,1/30/17,UNABLE TO SCAN,FIELD
A1002373,CAT,DOMESTIC SH,JUL,2017,11103,3,STRAY,7/19/17,TRANSFER,7/20/17,UNABLE TO SCAN,OVER THE COUNTER
A0963848,CAT,DOMESTIC SH,NOV,2016,10102,6,STRAY,11/8/16,ADOPTION,11/16/16,SCAN NO CHIP,OVER THE COUNTER
A1008323,DOG,PIT BULL,SEP,2017,10500,6,STRAY,9/13/17,TRANSFER,9/29/17,SCAN NO CHIP,FIELD
A0901958,DOG,LABRADOR RETR,NOV,2016,9301,5,STRAY,11/26/16,ADOPTION,12/11/16,SCAN CHIP,FIELD
A0990098,DOG,LABRADOR RETR,APR,2017,16511,3,OWNER SURRENDER,4/21/17,ADOPTION,4/26/17,SCAN NO CHIP,OVER THE COUNTER
A0999634,CAT,DOMESTIC SH,JUN,2017,7201,6,STRAY,6/24/17,EUTHANIZED,6/24/17,SCAN NO CHIP,FIELD
A1002381,CAT,DOMESTIC SH,JUL,2017,7812,10,STRAY,7/19/17,EUTHANIZED,7/19/17,UNABLE TO SCAN,FIELD
A0998455,DOG,POODLE MIN,JUN,2017,401,2,OWNER SURRENDER,6/14/17,ADOPTION,6/16/17,SCAN NO CHIP,OVER THE COUNTER
A0991430,DOG,GREAT DANE,MAY,2017,75208,8,FOUND REPORT,5/1/17,FOUND REPORT,5/8/17,UNABLE TO SCAN,OVER THE COUNTER
A0935526,DOG,PIT BULL,NOV,2016,9101,5,STRAY,11/4/16,ADOPTION,11/13/16,SCAN CHIP,FIELD
A0964805,DOG,GERM SHEPHERD,NOV,2016,8701,8,STRAY,11/17/16,RETURNED TO OWNER,11/23/16,SCAN CHIP,FIELD
A0884349,DOG,COLLIE SMOOTH,MAR,2017,4500,1,STRAY,3/7/17,RETURNED TO OWNER,3/13/17,SCAN CHIP,FIELD
A0972502,CAT,SIAMESE,JAN,2017,11900,5,STRAY,1/7/17,TRANSFER,1/9/17,SCAN NO CHIP,OVER THE COUNTER
A0986208,DOG,WEIMARANER,MAR,2017,1600,14,STRAY,3/25/17,ADOPTION,3/29/17,SCAN NO CHIP,OVER THE COUNTER
A0997885,DOG,LABRADOR RETR,JUN,2017,6401,1,OWNER SURRENDER,6/9/17,EUTHANIZED,6/17/17,SCAN NO CHIP,SWEEP
A0999127,CAT,DOMESTIC SH,JUN,2017,20500,6,STRAY,6/20/17,EUTHANIZED,6/20/17,SCAN NO CHIP,OVER THE COUNTER
A1004132,DOG,LABRADOR RETR,AUG,2017,11601,8,STRAY,8/4/17,EUTHANIZED,8/14/17,SCAN NO CHIP,FIELD
A0987245,DOG,LABRADOR RETR,APR,2017,9804,6,STRAY,4/2/17,ADOPTION,4/7/17,SCAN NO CHIP,FIELD
A0970739,DOG,CHIHUAHUA SH,DEC,2016,10805,3,STRAY,12/23/16,ADOPTION,12/29/16,SCAN NO CHIP,FIELD
A0963784,DOG,WELSH CORGI CAR,NOV,2016,8400,5,OWNER SURRENDER,11/8/16,ADOPTION,11/12/16,SCAN NO CHIP,OVER THE COUNTER
A1003645,DOG,GREAT DANE,JUL,2017,4500,1,STRAY,7/31/17,RETURNED TO OWNER,8/3/17,SCAN NO CHIP,OVER THE COUNTER
A0959751,CAT,DOMESTIC SH,OCT,2016,2400,2,OWNER SURRENDER,10/13/16,ADOPTION,11/11/16,SCAN NO CHIP,OVER THE COUNTER
A0997505,DOG,CAIRN TERRIER,JUN,2017,10805,3,STRAY,6/7/17,EUTHANIZED,6/20/17,SCAN NO CHIP,FIELD
A0960341,DOG,DACHSHUND,OCT,2016,12603,9,OWNER SURRENDER,10/18/16,EUTHANIZED,10/18/16,SCAN NO CHIP,OVER THE COUNTER
A0962790,DOG,LABRADOR RETR,NOV,2016,11601,8,STRAY,11/2/16,EUTHANIZED,11/6/16,SCAN NO CHIP,SWEEP
A0957860,DOG,PIT BULL,OCT,2016,11101,8,STRAY,10/1/16,EUTHANIZED,10/5/16,UNABLE TO SCAN,FIELD
A1009440,CAT,AMER SH,SEP,2017,12800,9,CONFISCATED,9/26/17,OTHER,NA,SCAN NO CHIP,FIELD
A0959096,DOG,GREAT DANE,OCT,2016,6200,4,STRAY,10/9/16,ADOPTION,10/17/16,SCAN NO CHIP,FIELD
A0995270,CAT,DOMESTIC SH,MAY,2017,9803,6,OWNER SURRENDER,5/24/17,ADOPTION,5/30/17,SCAN NO CHIP,OVER THE COUNTER
A0997204,DOG,CHIHUAHUA SH,JUN,2017,16605,8,STRAY,6/6/17,EUTHANIZED,6/7/17,SCAN NO CHIP,SWEEP
A0966196,WILDLIFE,OPOSSUM,NOV,2016,12206,7,WILDLIFE,11/22/16,EUTHANIZED,11/22/16,SCAN NO CHIP,FIELD
A1009906,CAT,DOMESTIC SH,SEP,2017,13010,10,OWNER SURRENDER,9/29/17,TRANSFER,10/3/17,SCAN NO CHIP,FIELD
A0870757,DOG,PIT BULL,NOV,2016,406,2,STRAY,11/8/16,RETURNED TO OWNER,11/11/16,SCAN CHIP,OVER THE COUNTER
A0992551,DOG,GERM SHEPHERD,MAY,2017,9000,5,STRAY,5/8/17,RETURNED TO OWNER,5/10/17,SCAN NO CHIP,FIELD
A1004882,DOG,PIT BULL,AUG,2017,13609,11,STRAY,8/12/17,ADOPTION,8/16/17,SCAN NO CHIP,OVER THE COUNTER
A1002986,DOG,LABRADOR RETR,JUL,2017,75228,28,LOST REPORT,7/25/17,LOST REPORT,8/5/17,UNABLE TO SCAN,OVER THE COUNTER
A0740225,DOG,LABRADOR RETR,JUL,2017,11701,5,OWNER SURRENDER,7/29/17,EUTHANIZED,7/29/17,SCAN CHIP,OVER THE COUNTER
A0990800,DOG,PIT BULL,APR,2017,21636,12,OWNER SURRENDER,4/26/17,EUTHANIZED,4/26/17,SCAN NO CHIP,OVER THE COUNTER
A1002284,DOG,GERM SHEPHERD,JUL,2017,5300,1,OWNER SURRENDER,7/18/17,TRANSFER,7/28/17,SCAN NO CHIP,OVER THE COUNTER
A0982723,DOG,SCHNAUZER STAND,FEB,2017,20500,6,STRAY,2/25/17,ADOPTION,3/2/17,SCAN NO CHIP,OVER THE COUNTER
A0994854,CAT,DOMESTIC MH,MAY,2017,8705,8,OWNER SURRENDER,5/22/17,TRANSFER,5/30/17,SCAN NO CHIP,OVER THE COUNTER
A1001369,DOG,PIT BULL,JUL,2017,2702,7,OWNER SURRENDER,7/10/17,ADOPTION,7/13/17,SCAN NO CHIP,OVER THE COUNTER
A1008602,CAT,DOMESTIC SH,SEP,2017,10701,6,OWNER SURRENDER,9/16/17,EUTHANIZED,9/26/17,SCAN NO CHIP,OVER THE COUNTER
A0986991,DOG,DACHSHUND,MAR,2017,401,2,OWNER SURRENDER,3/30/17,ADOPTION,4/1/17,SCAN NO CHIP,OVER THE COUNTER
